Ticker,Company Name,Wikipedia Page,Website,Careers Page,Job Search Link
FFIV,"F5, Inc.","https://en.wikipedia.org/wiki/F5,_Inc.",https://www.f5.com/,https://www.f5.com/careers,https://ffive.wd5.myworkdayjobs.com/f5jobs
FDS,FactSet,https://en.wikipedia.org/wiki/FactSet,http://www.factset.com,http://www.factset.com/careers,Not Found
FICO,Fair Isaac,https://en.wikipedia.org/wiki/FICO,https://www.fico.com/,Not Found,Not Found
FAST,Fastenal,https://en.wikipedia.org/wiki/Fastenal,https://www.fastenal.com,Not Found,Not Found
FRT,Federal Realty Investment Trust,https://en.wikipedia.org/wiki/Federal_Realty_Investment_Trust,http://www.federalrealty.com,http://www.federalrealty.com/careers,https://www.federalrealty.com/careers-detail/#Job-Openings
FDX,FedEx,https://en.wikipedia.org/wiki/FedEx,https://www.fedex.com/,Not Found,Not Found
FIS,Fidelity National Information Services,https://en.wikipedia.org/wiki/FIS_(company),https://www.fisglobal.com,Not Found,Not Found
FITB,Fifth Third Bancorp,https://en.wikipedia.org/wiki/Fifth_Third_Bancorp,https://www.53.com/,Not Found,Not Found
FSLR,First Solar,https://en.wikipedia.org/wiki/First_Solar,http://www.firstsolar.com,http://www.firstsolar.com/careers,https://fa-esbv-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/1013781
FE,FirstEnergy,https://en.wikipedia.org/wiki/FirstEnergy,http://www.firstenergycorp.com,http://www.firstenergycorp.com/careers,http://www.firstenergycorp.com/careers/searchjobs.html
FI,Fiserv,https://en.wikipedia.org/wiki/Fiserv,http://www.fiserv.com,http://www.fiserv.com/careers,https://fiserv.wd5.myworkdayjobs.com/en-US/EXT/login/ok
F,Ford Motor Company,https://en.wikipedia.org/wiki/Ford_Motor_Company,https://www.ford.com,Not Found,Not Found
FTNT,Fortinet,https://en.wikipedia.org/wiki/Fortinet,http://www.fortinet.com,Not Found,Not Found
FTV,Fortive,https://en.wikipedia.org/wiki/Fortive,http://www.fortive.com,http://www.fortive.com/careers,http://www.fortive.com/be-alert-job-scams-and-recruitment-fraud
FOXA,Fox Corporation (Class A),https://en.wikipedia.org/wiki/Fox_Corporation,https://www.foxcorporation.com/,Not Found,Not Found
FOX,Fox Corporation (Class B),https://en.wikipedia.org/wiki/Fox_Corporation,https://www.foxcorporation.com/,Not Found,Not Found
BEN,Franklin Resources,https://en.wikipedia.org/wiki/Franklin_Templeton_Investments,http://www.franklinresources.com,Not Found,Not Found
FCX,Freeport-McMoRan,https://en.wikipedia.org/wiki/Freeport-McMoRan,http://www.fcx.com,http://www.fcx.com/careers,http://www.fmjobs.com/
GRMN,Garmin,https://en.wikipedia.org/wiki/Garmin,http://www.garmin.com,http://www.garmin.com/careers,http://www.garmin.com/jobs
IT,Gartner,https://en.wikipedia.org/wiki/Gartner,https://www.gartner.com/,Not Found,Not Found
GE,GE Aerospace,https://en.wikipedia.org/wiki/GE_Aerospace,https://www.geaerospace.com/,https://www.geaerospace.com/careers,https://jobs.gecareers.com/aviation/global/en/?_gl=1*u8y6wx*_ga*MTQ0MjE1NjAwMS4xNzA1MDczODY3*_ga_M2Q4NS0CLZ*MTcwNjgwOTk4MS41MC4xLjE3MDY4MTU2NzcuNTQuMC4w&_ga=2.228130138.655080586.1706548817-1442156001.1705073867
GEHC,GE HealthCare,https://en.wikipedia.org/wiki/GE_HealthCare,http://www.gehealthcare.com,http://www.gehealthcare.com/careers,https://jobs.gecareers.com/healthcare/global/en/blog
GEV,GE Vernova,https://en.wikipedia.org/wiki/GE_Vernova,https://www.gevernova.com,https://www.gevernova.com/careers,Not Found
GEN,Gen Digital,https://en.wikipedia.org/wiki/Gen_Digital,https://www.gendigital.com/,https://www.gendigital.com/careers,https://gen.wd1.myworkdayjobs.com/en-US/careers
GNRC,Generac,https://en.wikipedia.org/wiki/Generac,http://www.generac.com,http://www.generac.com/careers,https://generac.wd5.myworkdayjobs.com/External
GD,General Dynamics,https://en.wikipedia.org/wiki/General_Dynamics,https://www.gd.com/,https://www.gd.com/careers,https://www.gd.com/careers/job-search
GIS,General Mills,https://en.wikipedia.org/wiki/General_Mills,http://www.generalmills.com,http://www.generalmills.com/careers,http://www.generalmills.com/internal/jobs
GM,General Motors,https://en.wikipedia.org/wiki/General_Motors,https://www.gm.com/,Not Found,Not Found
GPC,Genuine Parts Company,https://en.wikipedia.org/wiki/Genuine_Parts_Company,http://www.genpt.com,Not Found,Not Found
GILD,Gilead Sciences,https://en.wikipedia.org/wiki/Gilead_Sciences,http://www.gilead.com,Not Found,Not Found
GPN,Global Payments,https://en.wikipedia.org/wiki/Global_Payments,http://www.globalpayments.com,Not Found,Not Found
GL,Globe Life,https://en.wikipedia.org/wiki/Globe_Life,http://www.globelifeinsurance.com,http://www.globelifeinsurance.com/careers,http://www.globelifeinsurance.com/jobs/jobs-by-category
GDDY,GoDaddy,https://en.wikipedia.org/wiki/GoDaddy,Not Found,Not Found,Not Found
GS,Goldman Sachs,https://en.wikipedia.org/wiki/Goldman_Sachs,https://www.goldmansachs.com/,https://www.goldmansachs.com/careers,Not Found
HAL,Halliburton,https://en.wikipedia.org/wiki/Halliburton,http://www.halliburton.com,http://www.halliburton.com/careers,http://www.halliburton.com/saved-jobs
HIG,Hartford (The),https://en.wikipedia.org/wiki/The_Hartford,https://www.thehartford.com,https://www.thehartford.com/careers,https://thehartford.wd5.myworkdayjobs.com/Careers_External
HAS,Hasbro,https://en.wikipedia.org/wiki/Hasbro,https://www.corporate.hasbro.com,Not Found,Not Found
HCA,HCA Healthcare,https://en.wikipedia.org/wiki/HCA_Healthcare,https://www.hcahealthcare.com/,Not Found,Not Found
DOC,Healthpeak Properties,https://en.wikipedia.org/wiki/Healthpeak_Properties,https://www.healthpeak.com,https://www.healthpeak.com/careers,Not Found
HSIC,Henry Schein,https://en.wikipedia.org/wiki/Henry_Schein,http://www.henryschein.com,http://www.henryschein.com/careers,https://www.henryschein.com/us-en/Corporate/Career/JobSearch.aspx?id=1&hsi_domain=www.henryschein.com&hsi_locale=us-en
HSY,Hershey Company (The),https://en.wikipedia.org/wiki/The_Hershey_Company,https://www.thehersheycompany.com/en_us/home.html,Not Found,Not Found
HES,Hess Corporation,https://en.wikipedia.org/wiki/Hess_Corporation,http://www.hess.com,http://www.hess.com/careers,https://jobs.hess.com/go/Geoscience-Jobs/8062600/
HPE,Hewlett Packard Enterprise,https://en.wikipedia.org/wiki/Hewlett_Packard_Enterprise,https://www.hpe.com,Not Found,Not Found
HLT,Hilton Worldwide,https://en.wikipedia.org/wiki/Hilton_Worldwide,https://www.hilton.com/,Not Found,Not Found
HOLX,Hologic,https://en.wikipedia.org/wiki/Hologic,https://www.hologic.com/,https://www.hologic.com/careers,Not Found
HD,Home Depot (The),https://en.wikipedia.org/wiki/Home_Depot,https://www.homedepot.com/,https://www.homedepot.com/careers,https://careers.homedepot.com/shop-jobs
HON,Honeywell,https://en.wikipedia.org/wiki/Honeywell,https://www.honeywell.com/,Not Found,Not Found
HRL,Hormel Foods,https://en.wikipedia.org/wiki/Hormel_Foods,http://www.hormelfoods.com,http://www.hormelfoods.com/careers,Not Found
HST,Host Hotels & Resorts,https://en.wikipedia.org/wiki/Host_Hotels_%26_Resorts,http://www.hosthotels.com,http://www.hosthotels.com/careers,Not Found
HWM,Howmet Aerospace,https://en.wikipedia.org/wiki/Howmet_Aerospace,https://www.howmet.com,https://www.howmet.com/joinus,Not Found
HPQ,HP Inc.,https://en.wikipedia.org/wiki/HP_Inc.,https://www.hp.com/,https://www.hp.com/careers,https://jobs.hp.com/us/
HUBB,Hubbell Incorporated,https://en.wikipedia.org/wiki/Hubbell_Incorporated,https://www.hubbell.com/,https://www.hubbell.com/jobs,https://careers.hubbell.com/go/All-Jobs/9100800/
HUM,Humana,https://en.wikipedia.org/wiki/Humana,https://www.humana.com/,https://www.humana.com/careers,Not Found
HBAN,Huntington Bancshares,https://en.wikipedia.org/wiki/Huntington_Bancshares,https://www.huntington.com/,Not Found,Not Found
HII,Huntington Ingalls Industries,https://en.wikipedia.org/wiki/Huntington_Ingalls_Industries,http://www.hii.com,http://www.hii.com/careers,https://jobs.hii-tsd.com/
IBM,IBM,https://en.wikipedia.org/wiki/IBM,http://www.ibm.com,http://www.ibm.com/careers,https://www.ibm.com/careers/blog/5-essential-skills-for-a-job-in-data-and-ai
IEX,IDEX Corporation,https://en.wikipedia.org/wiki/IDEX_Corporation,http://www.idexcorp.com,http://www.idexcorp.com/careers,https://idexcorporation.jobs/
IDXX,Idexx Laboratories,https://en.wikipedia.org/wiki/Idexx_Laboratories,https://www.idexx.com/,https://www.idexx.com/careers,Not Found
ITW,Illinois Tool Works,https://en.wikipedia.org/wiki/Illinois_Tool_Works,https://www.itw.com/,https://www.itw.com/careers,Not Found
INCY,Incyte,https://en.wikipedia.org/wiki/Incyte,http://www.incyte.com,Not Found,Not Found
IR,Ingersoll Rand,https://en.wikipedia.org/wiki/Ingersoll_Rand,http://www.irco.com,http://www.irco.com/about/careers,http://www.irco.com/go/View-all-Jobs/8874900/
PODD,Insulet Corporation,https://en.wikipedia.org/w/index.php?title=Insulet_Corporation&action=edit&redlink=1,Not Found,Not Found,Not Found
INTC,Intel,https://en.wikipedia.org/wiki/Intel,https://www.intel.com,Not Found,Not Found
ICE,Intercontinental Exchange,https://en.wikipedia.org/wiki/Intercontinental_Exchange,http://www.ice.com,http://www.ice.com/careers,Not Found
IFF,International Flavors & Fragrances,https://en.wikipedia.org/wiki/International_Flavors_%26_Fragrances,https://www.iff.com/,Not Found,Not Found
IP,International Paper,https://en.wikipedia.org/wiki/International_Paper,http://www.internationalpaper.com,http://www.internationalpaper.com/careers,https://jobs.internationalpaper.com/?locale=en_GB
IPG,Interpublic Group of Companies (The),https://en.wikipedia.org/wiki/The_Interpublic_Group_of_Companies,http://www.interpublic.com,Not Found,Not Found
INTU,Intuit,https://en.wikipedia.org/wiki/Intuit,https://www.intuit.com/,https://www.intuit.com/careers,https://jobs.intuit.com/category/administration-jobs/27595/68333/1
ISRG,Intuitive Surgical,https://en.wikipedia.org/wiki/Intuitive_Surgical,http://www.intuitive.com,Not Found,Not Found
IVZ,Invesco,https://en.wikipedia.org/wiki/Invesco,http://www.invesco.com,Not Found,Not Found
INVH,Invitation Homes,https://en.wikipedia.org/wiki/Invitation_Homes,http://www.invitationhomes.com,http://www.invitationhomes.com/careers,http://www.invitationhomes.com/jobs
IQV,IQVIA,https://en.wikipedia.org/wiki/IQVIA,http://www.iqvia.com,http://www.iqvia.com/careers,http://www.iqvia.com/saved-jobs
IRM,Iron Mountain,https://en.wikipedia.org/wiki/Iron_Mountain_(company),http://www.ironmountain.com,http://www.ironmountain.com/careers,https://french.ironmountain.jobs/
JBHT,J.B. Hunt,https://en.wikipedia.org/wiki/J.B._Hunt,https://www.jbhunt.com,https://www.jbhunt.com/careers,https://www.jbhunt.com/jobs
JBL,Jabil,https://en.wikipedia.org/wiki/Jabil,http://www.jabil.com,http://www.jabil.com/careers,http://www.jabil.com/careers/jobs.html
JKHY,Jack Henry & Associates,https://en.wikipedia.org/wiki/Jack_Henry_%26_Associates,http://www.jackhenry.com,http://www.jackhenry.com/careers,http://www.jackhenry.com/saved-jobs
J,Jacobs Solutions,https://en.wikipedia.org/wiki/Jacobs_Solutions,http://www.jacobs.com,http://www.jacobs.com/join-us,http://www.jacobs.com/jacobs-and-infrastructure-investment-and-jobs-act
JNJ,Johnson & Johnson,https://en.wikipedia.org/wiki/Johnson_%26_Johnson,https://www.jnj.com/,Not Found,Not Found
JCI,Johnson Controls,https://en.wikipedia.org/wiki/Johnson_Controls,https://www.johnsoncontrols.com/,https://www.johnsoncontrols.com/careers,https://jobs.johnsoncontrols.com
JPM,JPMorgan Chase,https://en.wikipedia.org/wiki/JPMorgan_Chase,https://www.jpmorganchase.com/,https://www.jpmorganchase.com/careers,Not Found
JNPR,Juniper Networks,https://en.wikipedia.org/wiki/Juniper_Networks,http://www.juniper.net,http://www.juniper.net/careers,https://jobs.juniper.net/careers
K,Kellanova,https://en.wikipedia.org/wiki/Kellanova,http://www.kellanova.com,Not Found,Not Found
KVUE,Kenvue,https://en.wikipedia.org/wiki/Kenvue,http://www.kenvue.com,http://www.kenvue.com/careers,https://kenvue.taleo.net/careersection/2/jobsearch.ftl?CATEGORY=760240260991
KDP,Keurig Dr Pepper,https://en.wikipedia.org/wiki/Keurig_Dr_Pepper,http://www.keurigdrpepper.com,http://www.keurigdrpepper.com/join,https://careers.keurigdrpepper.com/jobs?country=United%20States
KEY,KeyCorp,https://en.wikipedia.org/wiki/KeyCorp,http://www.key.com,Not Found,Not Found
KEYS,Keysight Technologies,https://en.wikipedia.org/wiki/Keysight_Technologies,http://www.keysight.com,Not Found,Not Found
KMB,Kimberly-Clark,https://en.wikipedia.org/wiki/Kimberly-Clark,https://www.kimberly-clark.com/en-us/,https://www.kimberly-clark.com/en-us/careers,Not Found
KIM,Kimco Realty,https://en.wikipedia.org/wiki/Kimco_Realty,https://www.kimcorealty.com/,https://www.kimcorealty.com/careers,https://kimcorealty.wd1.myworkdayjobs.com/KimcoCareers
KMI,Kinder Morgan,https://en.wikipedia.org/wiki/Kinder_Morgan,http://www.kindermorgan.com,http://www.kindermorgan.com/careers,http://www.kindermorgan.com/Careers/Job-Opportunities
KKR,KKR & Co.,https://en.wikipedia.org/wiki/Kohlberg_Kravis_Roberts,http://www.kkr.com,http://www.kkr.com/careers,Not Found
KLAC,KLA Corporation,https://en.wikipedia.org/wiki/KLA_Corporation,https://www.kla.com/,https://www.kla.com/careers,https://kla.wd1.myworkdayjobs.com/Search
KHC,Kraft Heinz,https://en.wikipedia.org/wiki/Kraft_Heinz,https://www.kraftheinzcompany.com/,https://www.kraftheinzcompany.com/careers,https://careers.kraftheinz.com/job-search-results/
KR,Kroger,https://en.wikipedia.org/wiki/Kroger,https://www.thekrogerco.com/,https://www.thekrogerco.com/careers,Not Found
LHX,L3Harris,https://en.wikipedia.org/wiki/L3Harris,http://www.l3harris.com,http://www.l3harris.com/careers,http://www.l3harris.com/search-jobs
LH,Labcorp,https://en.wikipedia.org/wiki/Labcorp,http://www.labcorp.com,http://www.labcorp.com/careers,Not Found
LRCX,Lam Research,https://en.wikipedia.org/wiki/Lam_Research,https://www.lamresearch.com/,https://www.lamresearch.com/careers,Not Found
LW,Lamb Weston,https://en.wikipedia.org/wiki/Lamb_Weston,http://www.lambweston.com,http://www.lambweston.com/careers,http://www.lambweston.com/saved-jobs
LVS,Las Vegas Sands,https://en.wikipedia.org/wiki/Las_Vegas_Sands,http://www.sands.com,Not Found,Not Found
LDOS,Leidos,https://en.wikipedia.org/wiki/Leidos,http://www.leidos.com,Not Found,Not Found
LEN,Lennar,https://en.wikipedia.org/wiki/Lennar,http://www.lennar.com,Not Found,Not Found
LII,Lennox International,https://en.wikipedia.org/wiki/Lennox_International,http://www.lennox.com,http://www.lennox.com/careers,Not Found
LLY,Lilly (Eli),https://en.wikipedia.org/wiki/Eli_Lilly_and_Company,https://www.lilly.com,Not Found,Not Found
LIN,Linde plc,https://en.wikipedia.org/wiki/Linde_plc,http://www.linde.com,Not Found,Not Found
LYV,Live Nation Entertainment,https://en.wikipedia.org/wiki/Live_Nation_Entertainment,http://www.livenationentertainment.com,http://www.livenationentertainment.com/careers,https://livenation.wd1.myworkdayjobs.com/LNExternalSite
LKQ,LKQ Corporation,https://en.wikipedia.org/wiki/LKQ_Corporation,http://www.lkqcorp.com,http://www.lkqcorp.com/careers,https://lkqcorp.wd5.myworkdayjobs.com/ExternalCareerSite-LKQ
LMT,Lockheed Martin,https://en.wikipedia.org/wiki/Lockheed_Martin,https://www.lockheedmartin.com/,https://www.lockheedmartin.com/careers,https://www.lockheedmartinjobs.com/search-jobs
L,Loews Corporation,https://en.wikipedia.org/wiki/Loews_Corporation,http://www.loews.com,Not Found,Not Found
LOW,Lowe's,https://en.wikipedia.org/wiki/Lowe%27s,https://www.lowes.com/,https://www.lowes.com/careers,https://www.linkedin.com/company/lowe's-home-improvement/jobs/
LULU,Lululemon Athletica,https://en.wikipedia.org/wiki/Lululemon,https://www.corporate.lululemon.com/about-us,Not Found,Not Found
LYB,LyondellBasell,https://en.wikipedia.org/wiki/LyondellBasell,https://www.lyondellbasell.com,https://www.lyondellbasell.com/careers,Not Found
MTB,M&T Bank,https://en.wikipedia.org/wiki/M%26T_Bank,http://www.mtb.com/,http://www.mtb.com/careers,https://mtb.wd5.myworkdayjobs.com/MTB
MPC,Marathon Petroleum,https://en.wikipedia.org/wiki/Marathon_Petroleum,https://www.marathonpetroleum.com/,Not Found,Not Found
MKTX,MarketAxess,https://en.wikipedia.org/wiki/MarketAxess,http://www.marketaxess.com,Not Found,Not Found
MAR,Marriott International,https://en.wikipedia.org/wiki/Marriott_International,https://www.marriott.com/,https://www.marriott.com/careers,https://www.marriott.com/jobs
MMC,Marsh McLennan,https://en.wikipedia.org/wiki/Marsh_McLennan,https://www.marshmclennan.com,https://www.marshmclennan.com/careers,Not Found
MLM,Martin Marietta Materials,https://en.wikipedia.org/wiki/Martin_Marietta_Materials,http://www.martinmarietta.com,http://www.martinmarietta.com/careers,https://jobs.jobvite.com/martinmarietta-internal
MAS,Masco,https://en.wikipedia.org/wiki/Masco,http://www.masco.com,http://www.masco.com/careers,https://jobs.masco.com/us/en
MA,Mastercard,https://en.wikipedia.org/wiki/Mastercard,http://www.mastercard.com,http://www.mastercard.com/careers,Not Found
MTCH,Match Group,https://en.wikipedia.org/wiki/Match_Group,https://www.mtch.com,https://www.mtch.com/careers,https://tinder.com/jobs
MKC,McCormick & Company,https://en.wikipedia.org/wiki/McCormick_%26_Company,http://www.mccormickcorporation.com,http://www.mccormickcorporation.com/careers,http://www.mccormickcorporation.com/go/Corporate-Jobs/8553600/
MCD,McDonald's,https://en.wikipedia.org/wiki/McDonald%27s,https://www.mcdonalds.com/us/en-us.html,https://www.mcdonalds.com/us/en-us.html/careers,https://www.mcdonalds.com/us/en-us.html/jobs
MCK,McKesson Corporation,https://en.wikipedia.org/wiki/McKesson_Corporation,http://www.mckesson.com,http://www.mckesson.com/careers,http://www.mckesson.com/client-and-customer-services-jobs
MDT,Medtronic,https://en.wikipedia.org/wiki/Medtronic,https://www.medtronic.com/,Not Found,Not Found
MRK,Merck & Co.,https://en.wikipedia.org/wiki/Merck_%26_Co.,http://www.merck.com,http://www.merck.com/careers,https://msd.wd5.myworkdayjobs.com/SearchJobs/login
META,Meta Platforms,https://en.wikipedia.org/wiki/Meta_Platforms,https://www.meta.com/,https://www.meta.com/careers,https://www.meta.com/jobs
MET,MetLife,https://en.wikipedia.org/wiki/MetLife,https://www.metlife.com/,https://www.metlife.com/careers,https://www.metlifecareers.com/en_US/ml/SearchJobs
MTD,Mettler Toledo,https://en.wikipedia.org/wiki/Mettler_Toledo,http://www.mt.com,http://www.mt.com/careers,http://www.mt.com/en/saved-jobs
MGM,MGM Resorts,https://en.wikipedia.org/wiki/MGM_Resorts,https://www.mgmresorts.com,Not Found,Not Found
MCHP,Microchip Technology,https://en.wikipedia.org/wiki/Microchip_Technology,https://www.microchip.com/,https://www.microchip.com/careers,Not Found
MU,Micron Technology,https://en.wikipedia.org/wiki/Micron_Technology,https://www.micron.com/,https://www.micron.com/careers,https://www.micron.com/redirects/search-jobs
MSFT,Microsoft,https://en.wikipedia.org/wiki/Microsoft,https://www.microsoft.com/,Not Found,Not Found
MAA,Mid-America Apartment Communities,https://en.wikipedia.org/wiki/Mid-America_Apartment_Communities,http://www.maac.com,Not Found,Not Found
MRNA,Moderna,https://en.wikipedia.org/wiki/Moderna,http://www.modernatx.com,http://www.modernatx.com/careers,https://modernatx.wd1.myworkdayjobs.com/M_tx
MHK,Mohawk Industries,https://en.wikipedia.org/wiki/Mohawk_Industries,http://www.mohawkind.com,http://www.mohawkind.com/careers,Not Found
MOH,Molina Healthcare,https://en.wikipedia.org/wiki/Molina_Healthcare,http://www.molinahealthcare.com,http://www.molinahealthcare.com/careers,https://hckd.fa.us2.oraclecloud.com/fscmUI/faces/deeplink?objType=IRC_RECRUITING&action=ICE_JOB_SEARCH_RESP
TAP,Molson Coors Beverage Company,https://en.wikipedia.org/wiki/Molson_Coors,http://www.molsoncoors.com,http://www.molsoncoors.com/careers,https://jobs.molsoncoors.com/Bosna_i_Hercegovina/?locale=sr_RS
MDLZ,Mondelez International,https://en.wikipedia.org/wiki/Mondelez_International,http://www.mondelezinternational.com,http://www.mondelezinternational.com/careers,http://www.mondelezinternational.com/careers/jobs/
MPWR,Monolithic Power Systems,https://en.wikipedia.org/wiki/Monolithic_Power_Systems,http://www.monolithicpower.com,Not Found,Not Found
MNST,Monster Beverage,https://en.wikipedia.org/wiki/Monster_Beverage,http://www.monsterbevcorp.com,Not Found,Not Found
MCO,Moody's Corporation,https://en.wikipedia.org/wiki/Moody%27s_Corporation,http://www.moodys.com,http://www.moodys.com/careers,http://www.moodys.com/jobs
MS,Morgan Stanley,https://en.wikipedia.org/wiki/Morgan_Stanley,https://www.morganstanley.com,https://www.morganstanley.com/careers,Not Found
MOS,Mosaic Company (The),https://en.wikipedia.org/wiki/The_Mosaic_Company,http://www.mosaicco.com,http://www.mosaicco.com/careers,http://www.mosaicco.com/https://mosaic.wd5.myworkdayjobs.com/mosaic
MSI,Motorola Solutions,https://en.wikipedia.org/wiki/Motorola_Solutions,https://www.motorolasolutions.com/,https://www.motorolasolutions.com/careers,https://motorolasolutions.wd5.myworkdayjobs.com/Careers
MSCI,MSCI Inc.,https://en.wikipedia.org/wiki/MSCI,https://www.msci.com,https://www.msci.com/careers,https://careers.msci.com/job-categories
NDAQ,"Nasdaq, Inc.","https://en.wikipedia.org/wiki/Nasdaq,_Inc.",https://www.nasdaq.com/,https://www.nasdaq.com/careers,https://nasdaq.wd1.myworkdayjobs.com/Global_External_Site
NTAP,NetApp,https://en.wikipedia.org/wiki/NetApp,https://www.netapp.com/,Not Found,Not Found
NFLX,Netflix,"https://en.wikipedia.org/wiki/Netflix,_Inc.",https://www.ir.netflix.net/,Not Found,Not Found
NEM,Newmont,https://en.wikipedia.org/wiki/Newmont,http://www.newmont.com,Not Found,Not Found
NWSA,News Corp (Class A),https://en.wikipedia.org/wiki/News_Corp,http://www.newscorp.com,http://www.newscorp.com/careers,Not Found
NWS,News Corp (Class B),https://en.wikipedia.org/wiki/News_Corp,http://www.newscorp.com,http://www.newscorp.com/careers,Not Found
NEE,NextEra Energy,https://en.wikipedia.org/wiki/NextEra_Energy,http://www.nexteraenergy.com,Not Found,Not Found
NKE,"Nike, Inc.","https://en.wikipedia.org/wiki/Nike,_Inc.",http://www.nike.com,http://www.nike.com/careers,http://www.nike.com/jobs
NI,NiSource,https://en.wikipedia.org/wiki/NiSource,http://www.nisource.com,http://www.nisource.com/company/careers,Not Found
NDSN,Nordson Corporation,https://en.wikipedia.org/wiki/Nordson_Corporation,http://www.nordson.com,Not Found,Not Found
NSC,Norfolk Southern,https://en.wikipedia.org/wiki/Norfolk_Southern_Railway,Not Found,Not Found,Not Found
NTRS,Northern Trust,https://en.wikipedia.org/wiki/Northern_Trust,https://www.northerntrust.com/,https://www.northerntrust.com/careers,Not Found
NOC,Northrop Grumman,https://en.wikipedia.org/wiki/Northrop_Grumman,https://www.northropgrumman.com/,https://www.northropgrumman.com/careers,https://www.northropgrumman.com/careers/veterans-transitioning-to-civilian-careers-job-search-and-networking-strategies
NCLH,Norwegian Cruise Line Holdings,https://en.wikipedia.org/wiki/Norwegian_Cruise_Line_Holdings,http://www.nclhltd.com,Not Found,Not Found
NRG,NRG Energy,https://en.wikipedia.org/wiki/NRG_Energy,https://www.nrg.com/,https://www.nrg.com/careers,Not Found
NUE,Nucor,https://en.wikipedia.org/wiki/Nucor,https://www.nucor.com/,https://www.nucor.com/careers,https://jobs.nucor.com/
NVDA,Nvidia,https://en.wikipedia.org/wiki/Nvidia,https://www.nvidia.com/,https://www.nvidia.com/careers,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite
NVR,"NVR, Inc.","https://en.wikipedia.org/wiki/NVR,_Inc.",https://www.nvrinc.com,Not Found,Not Found
NXPI,NXP Semiconductors,https://en.wikipedia.org/wiki/NXP_Semiconductors,https://www.nxp.com/,https://www.nxp.com/careers,https://nxp.wd3.myworkdayjobs.com/careers
ORLY,O’Reilly Automotive,https://en.wikipedia.org/wiki/O%27Reilly_Auto_Parts,https://www.oreillyauto.com,Not Found,Not Found
OXY,Occidental Petroleum,https://en.wikipedia.org/wiki/Occidental_Petroleum,http://www.oxy.com,http://www.oxy.com/careers,https://oxy.wd5.myworkdayjobs.com/Corporate
ODFL,Old Dominion,https://en.wikipedia.org/wiki/Old_Dominion_Freight_Line,http://www.odfl.com,http://www.odfl.com/careers,https://odfl.wd1.myworkdayjobs.com/ODFL_Careers
OMC,Omnicom Group,https://en.wikipedia.org/wiki/Omnicom_Group,https://www.omnicomgroup.com,Not Found,Not Found
ON,ON Semiconductor,https://en.wikipedia.org/wiki/Onsemi,https://www.onsemi.com/,Not Found,Not Found
OKE,Oneok,https://en.wikipedia.org/wiki/Oneok,http://www.oneok.com,http://www.oneok.com/careers,https://oneok.wd1.myworkdayjobs.com/ONEOK
ORCL,Oracle Corporation,https://en.wikipedia.org/wiki/Oracle_Corporation,https://www.oracle.com/,https://www.oracle.com/careers,https://www.oracle.com/careers/opportunities/security-clearance-jobs-onsr/
OTIS,Otis Worldwide,https://en.wikipedia.org/wiki/Otis_Worldwide,http://www.otis.com,http://www.otis.com/careers,https://otis.wd5.myworkdayjobs.com/REC_Ext_Gateway
PCAR,Paccar,https://en.wikipedia.org/wiki/Paccar,https://www.paccar.com,https://www.paccar.com/careers,https://jobs.paccar.com
PKG,Packaging Corporation of America,https://en.wikipedia.org/wiki/Packaging_Corporation_of_America,http://www.packagingcorp.com,Not Found,Not Found
PLTR,Palantir Technologies,https://en.wikipedia.org/wiki/Palantir_Technologies,https://www.palantir.com,https://www.palantir.com/careers,Not Found
PANW,Palo Alto Networks,https://en.wikipedia.org/wiki/Palo_Alto_Networks,http://www.paloaltonetworks.com,http://www.paloaltonetworks.com/careers,http://www.paloaltonetworks.com/en/saved-jobs
PARA,Paramount Global,https://en.wikipedia.org/wiki/Paramount_Global,https://www.paramount.com/,Not Found,Not Found
PH,Parker Hannifin,https://en.wikipedia.org/wiki/Parker_Hannifin,http://www.parker.com,Not Found,Not Found
PAYX,Paychex,https://en.wikipedia.org/wiki/Paychex,https://www.paychex.com,https://www.paychex.com/careers,https://www.paychex.com/careers/jobs
PAYC,Paycom,https://en.wikipedia.org/wiki/Paycom,https://www.paycom.com,https://www.paycom.com/careers,https://www.paycom.com/careers/job-categories/
PYPL,PayPal,https://en.wikipedia.org/wiki/PayPal,http://www.paypal.com,Not Found,Not Found
PNR,Pentair,https://en.wikipedia.org/wiki/Pentair,http://www.pentair.com,http://www.pentair.com/careers,Not Found
PEP,PepsiCo,https://en.wikipedia.org/wiki/PepsiCo,https://www.pepsico.com/,https://www.pepsico.com/careers,https://www.pepsico.com/main/jobs?keywords=Administration
PFE,Pfizer,https://en.wikipedia.org/wiki/Pfizer,https://www.pfizer.com/,https://www.pfizer.com/careers,https://www.linkedin.com/company/pfizer/jobs
PCG,PG&E Corporation,https://en.wikipedia.org/wiki/PG%26E,https://www.pgecorp.com,Not Found,Not Found
PM,Philip Morris International,https://en.wikipedia.org/wiki/Philip_Morris_International,http://www.pmi.com,http://www.pmi.com/careers,http://www.pmi.com/careers/explore-our-job-opportunities
PSX,Phillips 66,https://en.wikipedia.org/wiki/Phillips_66,https://www.phillips66.com,https://www.phillips66.com/careers,Not Found
